"RIVOLI","LIBELLE","COMMUNE","MOT_DIRECTEUR","STATUT","TENANT","ABOUTISSANT","PRESTATION_COLLECTE","MODE_COLLECTE","TYPE_COLLECTE","OBS_PRESTATION_COLLECTE","BLEU_JOUR_COLLECTE","JAUNE_JOUR_COLLECTE","OBS_JOUR_COLLECTE","QUARTIER","OBS_QUARTIER"
"5684","Rue de Miséry","NANTES","Miséry","PUBLIQUE","NANTES Rue de l'Hermitage","NANTES Rue du Roi Baco","TRI'SAC","bacs","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"3350","Rue Frédéric Mistral","NANTES","Mistral","PUBLIQUE","NANTES Rue Paul Plantiveau","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Doulon - Bottière",""
"4058","Rue de la Haute Mitrie","NANTES","Mitrie","PUBLIQUE","NANTES Rue Camille Desmoulins","NANTES Route de Sainte Luce","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"5688","Rue de la Mitrie","NANTES","Mitrie","PUBLIQUE","NANTES Rue des Chalâtres","NANTES Place du 265ième RI","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"6472","Rue de la Petite Mitrie","NANTES","Mitrie","PUBLIQUE","NANTES Boulevard Ernest Dalby","NANTES Rue du Casterneau","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"3315","Quai François Mitterrand","NANTES","Mitterrand","PUBLIQUE","NANTES Pont Haudaudine","NANTES Rue Julien Videment","TRI'SAC","bacs","unique","","mardi et vendredi","","","Ile de Nantes",""
"5690","Avenue Modigliani","NANTES","Modigliani","PRIVEE","NANTES Rue Camille Desmoulins","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"5692","Impasse Modot","NANTES","Modot","PRIVEE","NANTES Rue de la Convention","Impasse","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Dervallières - Zola",""
"5696","Rue de la Moisdonnière","NANTES","Moisdonnière","PUBLIQUE","NANTES Rue de la Marrière","NANTES Boulevard Jules Verne","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Doulon - Bottière",""
"5697","Rue des Moissons","NANTES","Moissons","PUBLIQUE","NANTES Place des Tonneliers","NANTES Rue du Blé en Herbe","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Nantes Erdre",""
"0032","Rue Adolphe Moitié","NANTES","Moitié","PUBLIQUE","NANTES Rue Chateaubriand","NANTES Quai de Versailles","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"5700","Rue Molac","NANTES","Molac","PUBLIQUE","NANTES Rue Paul Bellamy","NANTES Rue Haute Roche","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"4257","Impasse Ile de Molène","NANTES","Molène","PRIVEE","NANTES Route de Sainte Luce","Impasse","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"5704","Rue Molière","NANTES","Molière","PUBLIQUE","","NANTES Rue Scribe","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"3997","Boulevard Guy Mollet","NANTES","Mollet","PUBLIQUE","NANTES Place du Huit Mai 1945","NANTES Rue de la Bourgeonnière","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"5706","Rue de Monaco","NANTES","Monaco","PUBLIQUE","","NANTES Route de Paris","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Doulon - Bottière",""
"5708","Rue de Monastir","NANTES","Monastir","PUBLIQUE","NANTES Rue de Pornic","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Bellevue - Chantenay - Sainte Anne",""
"5713","Quai Moncousu","NANTES","Moncousu","PUBLIQUE","NANTES Place Aimé Delrue","NANTES Rue Gaston Veil","TRI'SAC","bacs","unique","","lundi et jeudi","","","Centre Ville",""
"5986","Chemin du Nouveau Monde","NANTES","Monde","PRIVEE","NANTES Avenue des Impressionnistes","NANTES Avenue des Impressionnistes","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Nantes Sud",""
"5716","Rue Mondésir","NANTES","Mondésir","PUBLIQUE","NANTES Rue Marie Anne du Boccage","NANTES Rue de la Bastille","TRI'SAC","bacs","unique","","mardi et vendredi","","","Hauts Pavés - Saint Félix",""
"1946","Rue Claude Monet","NANTES","Monet","PUBLIQUE","NANTES Boulevard Paul Chabas","NANTES Rue Eugène Delacroix","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Dervallières - Zola",""
"5720","Rue Monfoulon","NANTES","Monfoulon","PUBLIQUE","NANTES Rue Préfet Bonnefoy","NANTES Rue Pitre Chevalier","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"5719","Rue Monge","NANTES","Monge","PUBLIQUE","NANTES Rue Jean Danais","","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Dervallières - Zola",""
"5728","Place de la Monnaie","NANTES","Monnaie","PUBLIQUE","NANTES Rue Athénas","NANTES Rue Montesquieu","TRI'SAC","bacs","unique","","mardi et vendredi","","","Centre Ville",""
"0256","Rue de l'Ancienne Monnaie","NANTES","Monnaie","PUBLIQUE","NANTES Rue des Petites Ecuries","NANTES Place du Bouffay","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"4501","Boulevard Jean Monnet","NANTES","Monnet","PUBLIQUE","NANTES Boulevard Jean Philippot","NANTES Place Aimé Delrue","TRI'SAC","bacs","unique","","lundi et jeudi","","","Centre Ville",""
"5642","Rue Michel Monnier","NANTES","Monnier","PUBLIQUE","NANTES Rue des Hauts Pavés","NANTES Rue du Poitou","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"1736","Rue Charles Monselet","NANTES","Monselet","PUBLIQUE","NANTES Rue de la Bastille","NANTES Rue Gabriel Luneau","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"5740","Rue de la Montagne","NANTES","Montagne","PUBLIQUE","NANTES Boulevard Pasteur","NANTES Boulevard de l'Egalité","TRI'SAC","bacs","pluriel","jusqu'aux numéros 57 et 60","mardi et vendredi","","","Dervallières - Zola",""
"5740","Rue de la Montagne","NANTES","Montagne","PUBLIQUE","NANTES Boulevard Pasteur","NANTES Boulevard de l'Egalité","bacs bleus et bacs jaunes","bacs","pluriel","à partir des numéros 59 et 62","mardi","mercredi","","Dervallières - Zola",""
"5741","Place Montaigne","NANTES","Montaigne","PRIVEE","NANTES Allée Docteur Emile Meeus","NANTES Place Viarme","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"5744","Rue Montaudouine","NANTES","Montaudouine","PUBLIQUE","NANTES Quai de la Fosse","NANTES Rue Flandres Dunkerque 40","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"5748","Rue de Montbazon","NANTES","Montbazon","PUBLIQUE","NANTES Rue de la Tullaye","NANTES Route de Saint Joseph","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Nantes Erdre",""
"5752","Rue Montcalm","NANTES","Montcalm","PUBLIQUE","NANTES Allée Commandant Charcot","NANTES Rue de Richebourg","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"5755","Impasse Monte Au Ciel","NANTES","Monte","PRIVEE","NANTES Rue Monte Au Ciel","Impasse","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Dervallières - Zola",""
"5756","Rue Monte Au Ciel","NANTES","Monte","PUBLIQUE","NANTES Rue Condorcet","NANTES Boulevard de la Fraternité","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Dervallières - Zola",""
"5760","Rue Monteil","NANTES","Monteil","PUBLIQUE","NANTES Allée Baco","NANTES Rue Fouré","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"5764","Rue Montesquieu","NANTES","Montesquieu","PUBLIQUE","NANTES Place de la Monnaie","NANTES Rue de la Rosière d'Artois","TRI'SAC","bacs","unique","","mardi et vendredi","","","Centre Ville",""
"4159","Avenue Henry de Montherlant","NANTES","Montherlant","PUBLIQUE","NANTES Rue Louise Michel","NANTES Rue Colette","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Nantes Erdre",""
"5776","Chemin de Montigny","NANTES","Montigny","PRIVEE","NANTES Chemin de la Roche","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Malakoff - Saint-Donatien",""
"4973","Avenue Lieutenant de Lavenne de la Montoise","NANTES","Montoise","PUBLIQUE","NANTES Place Victor Richard","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"5784","Chemin Montplaisir","NANTES","Montplaisir","PUBLIQUE","NANTES Rue des Frères Amieux","","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"5786","Rue de Montréal","NANTES","Montréal","PUBLIQUE","NANTES Avenue du Bout des Landes","","TRI'SAC","colonnes","unique","","","","","Nantes Nord",""
"5787","Impasse des Monts d'Arrée","NANTES","Monts","PRIVEE","NANTES Route de Sainte Luce","Impasse","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Doulon - Bottière",""
"5788","Rue Montyon","NANTES","Montyon","PUBLIQUE","NANTES Place de la Chapelle","NANTES Rue Mellier","TRI'SAC","bacs","unique","","mardi et vendredi","","","Dervallières - Zola",""
"5792","Avenue de Montys","NANTES","Montys","PRIVEE","NANTES Rue d'Allonville","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"0254","Rue Anatole de Monzie","NANTES","Monzie","PUBLIQUE","NANTES Boulevard Général de Gaulle","NANTES Place Victor Mangin","TRI'SAC","bacs","unique","","mardi et vendredi","","","Ile de Nantes",""
"5796","Rue Moquechien","NANTES","Moquechien","PUBLIQUE","NANTES Rue Jeanne d'Arc","NANTES Allée des Tanneurs","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"5800","Impasse Morand","NANTES","Morand","PRIVEE","NANTES Rue Morand","Impasse","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"5804","Rue Morand","NANTES","Morand","PUBLIQUE","NANTES Rue Général Buat","NANTES Rue du Coudray","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"5805","Impasse Morane","NANTES","Morane","PRIVEE","NANTES Rue de la Saulzinière","Impasse","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"5806","Rue du Morbihan","NANTES","Morbihan","PUBLIQUE","NANTES Route de Carquefou","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Nantes Erdre",""
"3900","Avenue du Gué Moreau","NANTES","Moreau","PRIVEE","NANTES Rue Emile Souvestre","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"6469","Petite Avenue du Gué Moreau","NANTES","Moreau","PRIVEE","NANTES Rue Noire","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"4076","Rue du Haut Moreau","NANTES","Moreau","PUBLIQUE","NANTES Rue du Coudray","NANTES Chemin Tournerond","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"3202","Place de la Fontaine Morgane","NANTES","Morgane","PRIVEE","NANTES Rue du Poitou","NANTES Rue des Hauts Pavés","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"5812","Avenue Morinet","NANTES","Morinet","PRIVEE","NANTES Boulevard des Anglais","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Breil - Barberie",""
"5814","Pont de la Morinière","NANTES","Morinière","PUBLIQUE","NANTES Levée de Sèvre","REZE Rue Claude Gaulué","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Nantes Sud",""
"5815","Rue de la Morinière","NANTES","Morinière","PUBLIQUE","NANTES Rue du Kiriol","NANTES Rue des Petits Coteaux","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Nantes Sud",""
"7240","Rue René Mouchotte","NANTES","Mouchotte","PUBLIQUE","NANTES Rue Maurice Daniel","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Ile de Nantes",""
"3687","Rue Georges Mougenot","NANTES","Mougenot","PUBLIQUE","ST-HERBLAIN Boulevard du Massacre","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Dervallières - Zola",""
"4503","Boulevard Jean Moulin","NANTES","Moulin","PUBLIQUE","NANTES Place du Garigliano","NANTES Boulevard Emile Romanet","TRI'SAC","bacs","pluriel","les numéros 13 et 15","mardi et vendredi","","","Bellevue - Chantenay - Sainte Anne",""
"4503","Boulevard Jean Moulin","NANTES","Moulin","PUBLIQUE","NANTES Place du Garigliano","NANTES Boulevard Emile Romanet","bacs bleus et bacs jaunes","bacs","pluriel","tous les numéros sauf 13 et 15","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"5820","Rue du Moulin","NANTES","Moulin","PUBLIQUE","NANTES Rue de la Marne","NANTES Place de l'Hôtel de Ville","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"5828","Rue du Moulin de l'Abbaye","NANTES","Moulin","PUBLIQUE","NANTES Rue des Pavillons","NANTES Rue du Bois Hardy","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"5840","Rue du Moulin des Carmes","NANTES","Moulin","PUBLIQUE","NANTES Boulevard Jules Verne","NANTES Route de Saint Joseph","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Nantes Erdre",""
"1252","Rue Brindejonc des Moulinais","NANTES","Moulinais","PUBLIQUE","NANTES Rue Casimir Perier","NANTES Rue Léon Say","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"5865","Rue de Mourzouk","NANTES","Mourzouk","PUBLIQUE","NANTES Rue de la Bertinière","NANTES Rue de Pontecorvo","TRI'SAC","bacs","unique","","mardi et vendredi","","","Nantes Erdre",""
"8242","Avenue des 3 Mousquetaires","NANTES","Mousquetaires","PRIVEE","NANTES Rue de la Haluchère","NANTES Rue de la Haluchère","TRI'SAC","bacs","unique","","mardi et vendredi","","","Doulon - Bottière",""
"5868","Rue de la Mousson","NANTES","Mousson","Inconnu","NANTES Rue du Simoun","","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"5872","Rue de la Moutonnerie","NANTES","Moutonnerie","PUBLIQUE","NANTES Rue Francisco Ferrer","NANTES Rue de Coulmiers","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"4273","Rue de l'Ile aux Moutons","NANTES","Moutons","PRIVEE","NANTES Rue de l'Ile Botty","BOUGUENAIS Rue de l'Ile Sainte Hélène","bacs bleus et bacs jaunes","bacs","unique","le numero 1","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"4580","Rue Joseph Moyse","NANTES","Moyse","PUBLIQUE","NANTES Rue Charly","NANTES Rue Stuart","TRI'SAC","bacs","unique","","lundi et jeudi","","","Breil - Barberie",""
"5876","Avenue Mozart","NANTES","Mozart","PRIVEE","NANTES Rue de la Ville en Bois","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Dervallières - Zola",""
"5877","Avenue du Muguet","NANTES","Muguet","PRIVEE","NANTES Avenue du Myosotis","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Doulon - Bottière",""
"0076","Rue Albert de Mun","NANTES","Mun","PUBLIQUE","NANTES Rue Deurbroucq","NANTES Rue Gaston Michel","TRI'SAC","bacs","unique","","lundi et jeudi","","","Centre Ville",""
"5881","Allée Murillo","NANTES","Murillo","PRIVEE","NANTES Allée Goya","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Nantes Erdre",""
"6544","Place des Petits Murs","NANTES","Murs","PUBLIQUE","NANTES Allée Duquesne","NANTES Rue Armand Brossard","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"5883","Allée des Muses","NANTES","Muses","PRIVEE","NANTES Avenue des Gobelets","","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Nantes Sud",""
"5882","Rue de la Musique","NANTES","Musique","PUBLIQUE","NANTES Rue Général Le Flo","NANTES Rue Bellier","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"5885","Chemin de la Musse","NANTES","Musse","PRIVEE","NANTES Rue Firmin Colas","","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"0944","Rue du Bois de la Musse","NANTES","Musse","PUBLIQUE","NANTES Rue Etienne Coutan","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"1796","Rue du Château de la Musse","NANTES","Musse","PUBLIQUE","NANTES Rue du Plessis la Musse","NANTES Rue Bouchaud","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Dervallières - Zola",""
"6700","Rue du Plessis la Musse","NANTES","Musse","PUBLIQUE","NANTES Rue Lamartine","NANTES Rue de la Chézine","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Dervallières - Zola",""
"0128","Rue Alfred de Musset","NANTES","Musset","PUBLIQUE","NANTES Rue Germain Boffrand","NANTES Rue George Sand","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"5887","Avenue de la Mustaudière","NANTES","Mustaudière","PRIVEE","NANTES Rue de la Colinière","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"4490","Impasse Jean Marie Mustière","NANTES","Mustière","PUBLIQUE","NANTES Rue Félix Lemoine","Impasse","TRI'SAC","bacs","unique","","mardi et vendredi","","","Nantes Erdre",""
"5892","Rue de la Mutualité","NANTES","Mutualité","MIXTE","NANTES Rue de la Constitution","NANTES Rue des Droits de l'Homme","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"5894","Avenue du Myosotis","NANTES","Myosotis","PRIVEE","NANTES Rue de la Colétrie","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Doulon - Bottière",""
"5897","Place du Nadir","NANTES","Nadir","PUBLIQUE","NANTES Allée du Crépuscule","NANTES Allée de l'Aube","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Nantes Erdre",""
"5898","Rue du Nadir","NANTES","Nadir","PUBLIQUE","NANTES Allée de l'Aube","NANTES Allée de l'Embellie","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Nantes Erdre",""
"5108","Rue Louis Le Nain","NANTES","Nain","PUBLIQUE","","","TRI'SAC","colonnes","unique","","","","","Dervallières - Zola",""
"5893","Allée des Namnètes","NANTES","Namnètes","PRIVEE","NANTES Rue du Fresche Blanc","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"5896","Rue de Nancy","NANTES","Nancy","PUBLIQUE","NANTES Boulevard Jules Verne","NANTES Rue de Thann","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Doulon - Bottière",""
"5895","Chemin Nantais des Chaupières","NANTES","Nantais","PRIVEE","NANTES Chemin du Moulin des Marais","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"2820","Impasse des Enfants Nantais","NANTES","Nantais","PRIVEE","NANTES Rue de la Convention","Impasse","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Dervallières - Zola",""
"2824","Place des Enfants Nantais","NANTES","Nantais","PUBLIQUE","NANTES Rue Evêque Emilien","NANTES Rue Guillet de la Brosse","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"5875","Place du Muguet Nantais","NANTES","Nantais","PUBLIQUE","NANTES Boulevard Emile Gabory","","TRI'SAC","colonnes","unique","","","","","Nantes Sud",""
"6620","Rue de la Pierre Nantaise","NANTES","Nantaise","PRIVEE","NANTES Rue des Garennes","NANTES Boulevard Saint Aignan","TRI'SAC","bacs","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
